,Filename,UtteranceName,Speaker,Text,Start,End,Length
327,AA-LD-BF,82_Adult1_AA-LD-BF,Adult1,Absolument ! Chaque être humain.,537.0,549.0,5
331,AA-LD-BF,83_Adult1_AA-LD-BF,Adult1,"Non, enfin c'est pas un état d'esprit c'est un état d'esprit que tu as à ce moment là... .",549.0,561.0,19
335,AA-LD-BF,84_Adult1_AA-LD-BF,Adult1,C'est-à-dire ?,561.0,574.0,2
339,AA-LD-BF,85_Adult1_AA-LD-BF,Adult1,Ça peut mais c'est vraiment pas ça le ... c'est plutôt sur le ... sur le moment qui est important.,574.0,586.0,20
343,AA-LD-BF,86_Adult1_AA-LD-BF,Adult1,Un moment dans le temps.,586.0,589.0,5
347,AA-LD-BF,87_Adult1_AA-LD-BF,Adult1,Par exemple.,589.0,603.0,2
351,AA-LD-BF,88_Adult1_AA-LD-BF,Adult1,Non.,603.0,608.0,1
355,AA-LD-BF,89_Adult1_AA-LD-BF,Adult1,Uhm...,608.0,612.0,1
359,AA-LD-BF,90_Adult1_AA-LD-BF,Adult1,Non.,612.0,614.0,1
363,AA-LD-BF,91_Adult1_AA-LD-BF,Adult1,"Bein, les grandes périodes de la vie quoi ! C'est quoi les grandes périodes de la vie ?",614.0,619.0,18
367,AA-LD-BF,92_Adult1_AA-LD-BF,Adult1," ... Avant, bien avant.",619.0,624.0,4
371,AA-LD-BF,93_Adult1_AA-LD-BF,Adult1,Avant.,624.0,631.0,1
375,AA-LD-BF,94_Adult1_AA-LD-BF,Adult1,Avant.,631.0,636.0,1
379,AA-LD-BF,95_Adult1_AA-LD-BF,Adult1,C'est ça !,636.0,638.0,3
381,AA-LD-BF,96_Adult1_AA-LD-BF,Adult1,Bravo ! Okay on a encore le temps d'en faire ?,638.0,642.0,11
383,AA-LD-BF,97_Adult1_AA-LD-BF,Adult1,"Je sais pas, j'ai pas regardé l'heure, euh, j'ai aucune idée. Huh, je sais pas quelle heure il est, oui je pense que tu peux en faire un.",642.0,655.0,28
387,AA-LD-BF,98_Adult1_AA-LD-BF,Adult1,"C'est bon ? Est-ce que tu peux descendre un peu ton écran là, je vois que la moitié de ton ... Voilà.",655.0,661.0,22
391,AA-LD-BF,99_Adult1_AA-LD-BF,Adult1,"Okay, est-ce que c'est huh ... est- ce que c'est arthis, arthis huh c'est n'importe quoi. Est-ce que c'est abstrait ?",661.0,670.0,21
395,AA-LD-BF,100_Adult1_AA-LD-BF,Adult1,C'est concret ?,670.0,672.0,3
399,AA-LD-BF,101_Adult1_AA-LD-BF,Adult1,C'est un objet ?,672.0,674.0,4
403,AA-LD-BF,102_Adult1_AA-LD-BF,Adult1,Quotidien ?,674.0,678.0,2
407,AA-LD-BF,103_Adult1_AA-LD-BF,Adult1,"Alors c'est un objet quotidien, qu'on utilise plutôt le matin ?",678.0,688.0,11
411,AA-LD-BF,104_Adult1_AA-LD-BF,Adult1,C'est lié au travail !,688.0,693.0,5
415,AA-LD-BF,105_Adult1_AA-LD-BF,Adult1," Okay, est-ce que c'est un moyen de transport ?",693.0,697.0,9
419,AA-LD-BF,106_Adult1_AA-LD-BF,Adult1,Est-ce que c'est un outil de travail ?,697.0,701.0,8
423,AA-LD-BF,107_Adult1_AA-LD-BF,Adult1,C'est un outil de travail. Est-ce que c'est un stylo ?,701.0,704.0,11
427,AA-LD-BF,108_Adult1_AA-LD-BF,Adult1,Est-ce que c'est un ordinateur ?,704.0,708.0,6
431,AA-LD-BF,109_Adult1_AA-LD-BF,Adult1,Est-ce que c'est quelque chose que tu portes sur toi tous les jours ?,708.0,713.0,14
435,AA-LD-BF,110_Adult1_AA-LD-BF,Adult1,Est-ce que ...est-ce que c'est à Lumini ?,713.0,719.0,8
439,AA-LD-BF,111_Adult1_AA-LD-BF,Adult1,C'est alumini. Est-ce que c'est à la maison ?,719.0,725.0,9
443,AA-LD-BF,112_Adult1_AA-LD-BF,Adult1,On en a un et il y en aussi un à Lumini. Est-ce que c'est quelque chose qui sert à faire des copies ?,725.0,738.0,24
447,AA-LD-BF,113_Adult1_AA-LD-BF,Adult1,"Non, est-ce quelque chose qui j'ai aussi ? Est-ce que c'est plutôt toi qui l'utilises ou c'est plutôt moi ?",738.0,743.0,20
451,AA-LD-BF,114_Adult1_AA-LD-BF,Adult1,Aucun de nous deux ne l'utilise mais on l'a à la maison ! Et tu t'en sers pour le boulot ?,743.0,749.0,21
453,AA-LD-BF,115_Adult1_AA-LD-BF,Adult1,Oui.,749.0,749.0,1
455,AA-LD-BF,116_Adult1_AA-LD-BF,Adult1,Mais moi je m'en sers pas pour le boulot ?,749.0,753.0,10
459,AA-LD-BF,117_Adult1_AA-LD-BF,Adult1,Okay.,753.0,758.0,1
463,AA-LD-BF,118_Adult1_AA-LD-BF,Adult1,Que tu vois ? Mes écouteurs ?,758.0,763.0,7
467,AA-LD-BF,119_Adult1_AA-LD-BF,Adult1,Un objet ?,763.0,767.0,3
471,AA-LD-BF,120_Adult1_AA-LD-BF,Adult1,"Ah donc toi tu le vois de là ou t'es c'est ça ? Huh ... Bah tournes ta caméra,  ! Mm.. Est-ce que c'est un truc informatique ?",767.0,784.0,28
475,AA-LD-BF,121_Adult1_AA-LD-BF,Adult1,"Est-ce que c'est juste un bout de papier ? Enfin, un bloc-notes par exemple ?",784.0,791.0,15
479,AA-LD-BF,122_Adult1_AA-LD-BF,Adult1,"Dans une salle de réunion, c'est une caméra ?",791.0,795.0,9
483,AA-LD-BF,123_Adult1_AA-LD-BF,Adult1,"Bein non, attends, t'as dit que je m'en servais pas. Je m'en sers pas et on en a un à la maison?",795.0,807.0,22
487,AA-LD-BF,124_Adult1_AA-LD-BF,Adult1,Anna s'en sert ?,807.0,816.0,4
491,AA-LD-BF,125_Adult1_AA-LD-BF,Adult1,Le son ... attends ... C'est un jeu ?,816.0,822.0,9
495,AA-LD-BF,126_Adult1_AA-LD-BF,Adult1,Elle s'en sert quotidiennement ?,822.0,831.0,5
503,AA-LD-BF,127_Adult1_AA-LD-BF,Adult1,Un sac à dos ? Un cartable ?,836.0,839.0,8
507,AA-LD-BF,128_Adult1_AA-LD-BF,Adult1,C'est pas un cartable ?,839.0,850.0,5
511,AA-LD-BF,129_Adult1_AA-LD-BF,Adult1,"C'est un ... un truc, attends... attends je comprends pas, Anna elle a pas de truc comme ça, c'est un tampon effaceur ?",850.0,868.0,23
515,AA-LD-BF,130_Adult1_AA-LD-BF,Adult1,C'est un tableau noir ?,868.0,872.0,5
519,AA-LD-BF,131_Adult1_AA-LD-BF,Adult1,C'est une craie ? C'est un tableau blanc ?,872.0,876.0,9
523,AA-LD-BF,132_Adult1_AA-LD-BF,Adult1,Un xxx,876.0,879.0,2
527,AA-LD-BF,133_Adult1_AA-LD-BF,Adult1,"Contrôle Z bein oui, quand tu reviens en arrière !",879.0,887.0,10
531,AA-LD-BF,134_Adult1_AA-LD-BF,Adult1,"Bein tu effaces, un tampon effaceur ?",887.0,891.0,7
535,AA-LD-BF,135_Adult1_AA-LD-BF,Adult1,Oui bein c'est ça un tampon effaceur ?,891.0,894.0,8
539,AA-LD-BF,136_Adult1_AA-LD-BF,Adult1,Okay.,894.0,901.0,1
543,AA-LD-BF,137_Adult1_AA-LD-BF,Adult1,"Okay bein, écoutes, je pense que ... je pense que c'est bon. Alors qu'est-ce que penses de ce jeu ?",901.0,911.0,20
547,AA-LD-BF,138_Adult1_AA-LD-BF,Adult1,"Huh, est-ce que t'aime bien y jouer ?",911.0,918.0,8
551,AA-LD-BF,139_Adult1_AA-LD-BF,Adult1,"Tu te lasses assez vite mais parce que ... parce que ... je pense qu'il y a des ... des choses à explorer, des choses ça peut être très rigolo en fait.",918.0,930.0,32
555,AA-LD-BF,140_Adult1_AA-LD-BF,Adult1,Oui mais c'est un jeu simple en fait qui requiert pas de ... de ...,930.0,935.0,15
559,AA-LD-BF,141_Adult1_AA-LD-BF,Adult1,"De matériel ouais. Donc c'est quand même pas trop mal. Ouais et donc t'y jouerais avec ... huh ... avec quelqu'un que ? avec huh, je sais pas avec Laurent ... par exemple.",935.0,949.0,33
563,AA-LD-BF,142_Adult1_AA-LD-BF,Adult1,"Non avec qui tu jouerais à ça ? Est-ce qu'avec des enfants, est-ce qu'avec des ados t'y jouerais ?",949.0,959.0,19
567,AA-LD-BF,143_Adult1_AA-LD-BF,Adult1,Ouais.,959.0,971.0,1
571,AA-LD-BF,144_Adult1_AA-LD-BF,Adult1,"Le guess ... huh Guess Board ? Je sais plus ce que c'est, non Guess huh ...",971.0,978.0,17
575,AA-LD-BF,145_Adult1_AA-LD-BF,Adult1,Ouais,978.0,978.0,1
579,AA-LD-BF,146_Adult1_AA-LD-BF,Adult1,"Oui oui,",978.0,985.0,2
583,AA-LD-BF,147_Adult1_AA-LD-BF,Adult1,"Ouais mais en fait on pourrait aussi jouer différemment, c'est-à-dire que au lieu, parce que là on pose vachement de questions fermées, oui, non, oui non, mais en fait tu peux poser n'importe quelle question et tu pourrais très bien, tu pourrais très bien me dire bein donnes moi des indices et je pourrais très bien en fait te le faire deviner, essayer de te le faire deviner huh... sans que tu poses des questions.",985.0,1007.0,75
587,AA-LD-BF,148_Adult1_AA-LD-BF,Adult1,Et sans dire le mot évidemment.,1007.0,1010.0,6
591,AA-LD-BF,149_Adult1_AA-LD-BF,Adult1,Mais bon.,1010.0,1021.0,2
595,AA-LD-BF,150_Adult1_AA-LD-BF,Adult1,Tabou bein voilà ya plusieurs mots que tu peux pas dire quoi.,1021.0,1029.0,12
599,AA-LD-BF,151_Adult1_AA-LD-BF,Adult1,Okay. Bon je pense que ... on a terminé,1029.0,1034.656,9
3,AA-LD-BF,152_Adult2_AA-LD-BF,Adult2,Oui,4.0,10.0,1
7,AA-LD-BF,153_Adult2_AA-LD-BF,Adult2,Okay.,10.0,16.0,1
11,AA-LD-BF,154_Adult2_AA-LD-BF,Adult2,Très bien.,16.0,28.0,2
15,AA-LD-BF,155_Adult2_AA-LD-BF,Adult2,Okay.,28.0,39.0,1
19,AA-LD-BF,156_Adult2_AA-LD-BF,Adult2,D'accord.,39.0,43.0,1
23,AA-LD-BF,157_Adult2_AA-LD-BF,Adult2,Vas-y commences.,43.0,48.0,2
27,AA-LD-BF,158_Adult2_AA-LD-BF,Adult2,Alors est-ce que c'est un ... une chose concrète ?,48.0,56.0,10
31,AA-LD-BF,159_Adult2_AA-LD-BF,Adult2,"huh, est-ce que c'est quelque chose dont on a parlé récemment ?",56.0,62.0,12
35,AA-LD-BF,160_Adult2_AA-LD-BF,Adult2,Est-ce que c'est huh .... Huh .... On a pas du tout parlé récemment c'est ça ?,62.0,71.0,17
39,AA-LD-BF,161_Adult2_AA-LD-BF,Adult2,Est-ce que c'est un objet que tu vois dans ton environnement ?,71.0,76.0,12
43,AA-LD-BF,162_Adult2_AA-LD-BF,Adult2,"Oui c'est ça. T'es obligée de chercher, donc c'est un truc huh ...",76.0,88.0,13
47,AA-LD-BF,163_Adult2_AA-LD-BF,Adult2,Et c'est de ton côté de la caméra ou c'est de mon côté de la caméra ?,88.0,94.0,17
51,AA-LD-BF,164_Adult2_AA-LD-BF,Adult2,Est-ce que c'est un ordinateur ?,94.0,98.0,6
55,AA-LD-BF,165_Adult2_AA-LD-BF,Adult2,"Mm, est-ce que c'est un livre ?",98.0,103.0,7
59,AA-LD-BF,166_Adult2_AA-LD-BF,Adult2,Est-ce que ça a un rapport avec des choses que t'aime bien ?,103.0,109.0,13
63,AA-LD-BF,167_Adult2_AA-LD-BF,Adult2,"Ah, est-ce que c'est huh ... j'ai pas forcément d'idées là hein. Est-ce que c'est un ... est-ce que c'est un outil de travail ?",109.0,124.0,25
67,AA-LD-BF,168_Adult2_AA-LD-BF,Adult2,Huh ...est-ce que c'est un outil de détente ?,124.0,134.0,9
71,AA-LD-BF,169_Adult2_AA-LD-BF,Adult2,"Mm... Est-ce que c'est un ... c'est un objet hein, c'est ça ?",134.0,141.0,13
75,AA-LD-BF,170_Adult2_AA-LD-BF,Adult2,"Ah d'accord. Est-ce que c'est un, un, une action ?",141.0,146.0,10
79,AA-LD-BF,171_Adult2_AA-LD-BF,Adult2,Est-ce que c'est un métier ?,146.0,149.0,6
83,AA-LD-BF,172_Adult2_AA-LD-BF,Adult2,Un sentiment ?,149.0,152.0,3
87,AA-LD-BF,173_Adult2_AA-LD-BF,Adult2,Huh ... un concept ?,152.0,159.0,5
93,AA-LD-BF,174_Adult2_AA-LD-BF,Adult2,Un élément.,159.0,162.0,2
97,AA-LD-BF,175_Adult2_AA-LD-BF,Adult2,Non,162.0,167.0,1
101,AA-LD-BF,176_Adult2_AA-LD-BF,Adult2,Parmi les cinq éléments ? Huh .... Oui.,167.0,176.0,8
105,AA-LD-BF,177_Adult2_AA-LD-BF,Adult2,Ce serait plutôt quelque chose qui aurait un rapport avec l'eau.,176.0,184.0,11
109,AA-LD-BF,178_Adult2_AA-LD-BF,Adult2,Ca a un rapport avec l'humidité !,184.0,190.0,7
113,AA-LD-BF,179_Adult2_AA-LD-BF,Adult2,C'est pas la pluie ... c'est pas la pluie en soi.,190.0,195.0,11
117,AA-LD-BF,180_Adult2_AA-LD-BF,Adult2,Même si c'est composé d'eau.,195.0,202.0,5
121,AA-LD-BF,181_Adult2_AA-LD-BF,Adult2,Il est composé à ... à 100% d'eau !,202.0,208.0,9
125,AA-LD-BF,182_Adult2_AA-LD-BF,Adult2,Non.,208.0,213.0,1
129,AA-LD-BF,183_Adult2_AA-LD-BF,Adult2,Oui !,213.0,215.0,2
133,AA-LD-BF,184_Adult2_AA-LD-BF,Adult2,A toi.,215.0,218.0,2
137,AA-LD-BF,185_Adult2_AA-LD-BF,Adult2,"Ça y est, c'est bon ?",218.0,224.0,6
141,AA-LD-BF,186_Adult2_AA-LD-BF,Adult2,Oui.,224.0,227.0,1
145,AA-LD-BF,187_Adult2_AA-LD-BF,Adult2,Non.,227.0,240.0,1
149,AA-LD-BF,188_Adult2_AA-LD-BF,Adult2,"Alors ah .... C'est pas vraiment un objet au sens de ... c'est quelque chose de tangible mais c'est pas un ... un genre d'objet comme ça quoi. Et sur la saison non, il y a pas de saison.",240.0,258.0,39
153,AA-LD-BF,189_Adult2_AA-LD-BF,Adult2,Oui.,258.0,267.0,1
157,AA-LD-BF,190_Adult2_AA-LD-BF,Adult2,Non.,267.0,281.0,1
161,AA-LD-BF,191_Adult2_AA-LD-BF,Adult2,"Si c'est un objet physique mais c'est pas dans le sens, un truc que tu peux prendre dans la main. C'est huh quelque chose qui a une existence physique mais c'est pas un objet huh ... au sens ...",281.0,284.0,39
165,AA-LD-BF,192_Adult2_AA-LD-BF,Adult2,"C'est, ça pourrait être un élément naturel par exemple.",284.0,290.0,9
169,AA-LD-BF,193_Adult2_AA-LD-BF,Adult2,"Non, c'est pas.",290.0,292.0,3
173,AA-LD-BF,194_Adult2_AA-LD-BF,Adult2,Mais ça veut dire que t'es dans la bonne direction quand du penses à élément naturel.,292.0,301.0,16
177,AA-LD-BF,195_Adult2_AA-LD-BF,Adult2,Oui oui.,301.0,304.0,2
181,AA-LD-BF,196_Adult2_AA-LD-BF,Adult2,Non. Oui c'est pas un rocher.,304.0,310.0,6
185,AA-LD-BF,197_Adult2_AA-LD-BF,Adult2,C'est pas un élément naturel hein.,310.0,317.0,6
189,AA-LD-BF,198_Adult2_AA-LD-BF,Adult2,Oui voilà. C'est fabriqué.,317.0,328.0,4
193,AA-LD-BF,199_Adult2_AA-LD-BF,Adult2,"C'est, oui, en un sens oui.",328.0,337.0,6
197,AA-LD-BF,200_Adult2_AA-LD-BF,Adult2,Ca sert huh ... à ... ça sert à avoir un bon petit déjeuner.,337.0,345.0,14
201,AA-LD-BF,201_Adult2_AA-LD-BF,Adult2,Non.,345.0,349.0,1
205,AA-LD-BF,202_Adult2_AA-LD-BF,Adult2,Ce n'est pas un végétal.,349.0,353.0,5
209,AA-LD-BF,203_Adult2_AA-LD-BF,Adult2,Mm...,353.0,359.0,1
213,AA-LD-BF,204_Adult2_AA-LD-BF,Adult2,Par exemple.,359.0,362.0,2
217,AA-LD-BF,205_Adult2_AA-LD-BF,Adult2,Tu ne le manges pas directement ce truc.,362.0,366.0,8
221,AA-LD-BF,206_Adult2_AA-LD-BF,Adult2,Il participe à la chaine mais c'est pas quelque chose que tu manges.,366.0,370.0,13
225,AA-LD-BF,207_Adult2_AA-LD-BF,Adult2,Non.,370.0,375.0,1
229,AA-LD-BF,208_Adult2_AA-LD-BF,Adult2,Non.,375.0,378.0,1
233,AA-LD-BF,209_Adult2_AA-LD-BF,Adult2,Non ça se mange pas.,378.0,380.0,5
237,AA-LD-BF,210_Adult2_AA-LD-BF,Adult2,Faut pas chercher dans la maison quoi !,380.0,383.0,8
241,AA-LD-BF,211_Adult2_AA-LD-BF,Adult2,"Ça ne se mange pas, il ne faut pas chercher dans la maison mais par contre ça participe à la ... chaîne de, du p'ti déj. Qu'est-ce que c'est un petit déj ...",383.0,398.0,33
245,AA-LD-BF,212_Adult2_AA-LD-BF,Adult2,Non.,398.0,402.0,1
249,AA-LD-BF,213_Adult2_AA-LD-BF,Adult2,Non.,402.0,406.0,1
253,AA-LD-BF,214_Adult2_AA-LD-BF,Adult2,Non ça n'a rien à voir avec le thé.,406.0,412.0,9
257,AA-LD-BF,215_Adult2_AA-LD-BF,Adult2,Non plus.,412.0,418.0,2
261,AA-LD-BF,216_Adult2_AA-LD-BF,Adult2,"Oui c'est ça, ça a un rapport avec le pain.",418.0,426.0,10
265,AA-LD-BF,217_Adult2_AA-LD-BF,Adult2,Non.,426.0,430.0,1
269,AA-LD-BF,218_Adult2_AA-LD-BF,Adult2,"On se rapproche, on se rapproche.",430.0,434.0,6
273,AA-LD-BF,219_Adult2_AA-LD-BF,Adult2,C'est très très lié au pétrin.,434.0,443.0,6
277,AA-LD-BF,220_Adult2_AA-LD-BF,Adult2,Ça c'est le pétrin ça !,443.0,449.0,6
281,AA-LD-BF,221_Adult2_AA-LD-BF,Adult2,Le mixeur ? Non c'est pas ça.,449.0,460.0,7
285,AA-LD-BF,222_Adult2_AA-LD-BF,Adult2,Je pense que c'est un endroit.,460.0,466.0,6
289,AA-LD-BF,223_Adult2_AA-LD-BF,Adult2,Oui c'est ça.,466.0,470.0,3
293,AA-LD-BF,224_Adult2_AA-LD-BF,Adult2,Exactement !,470.0,475.0,2
297,AA-LD-BF,225_Adult2_AA-LD-BF,Adult2,Mais c'est un objet physique !,475.0,486.0,6
301,AA-LD-BF,226_Adult2_AA-LD-BF,Adult2,Comment ça ? Ah oui ... est-ce que c'est un ... mm ... un concept abstrait ou concret ?,486.0,495.0,19
305,AA-LD-BF,227_Adult2_AA-LD-BF,Adult2,Est-ce que c'est mm.... Est-ce que c'est un sentiment ?,495.0,504.0,10
309,AA-LD-BF,228_Adult2_AA-LD-BF,Adult2,Est-ce que c'est une science ? Ou est-ce que c'est relié à une science ?,504.0,512.0,15
313,AA-LD-BF,229_Adult2_AA-LD-BF,Adult2,Et il y a une science de ce truc là ?,512.0,517.0,11
317,AA-LD-BF,230_Adult2_AA-LD-BF,Adult2,Je peux le relier à une science.,517.0,520.0,7
321,AA-LD-BF,231_Adult2_AA-LD-BF,Adult2,"Oui c'est ça, est-ce que c'est ...",520.0,527.0,7
325,AA-LD-BF,232_Adult2_AA-LD-BF,Adult2,"Oui mais ça se rattrape après les mauvaises voies,  ... Est-ce que c'est un ... est-ce que c'est quelque chose qui est lié aux êtres humains ?",527.0,539.0,27
329,AA-LD-BF,233_Adult2_AA-LD-BF,Adult2,"Ah chaque être humain, concept. Est-ce que c'est huh ... donc t'as dit que c'est pas un sentiment, est-ce que c'est un état d'esprit ?",539.0,558.0,25
333,AA-LD-BF,234_Adult2_AA-LD-BF,Adult2,Mais du coup là t'as besoin de deux choses pour définir ça ?,558.0,563.0,13
337,AA-LD-BF,235_Adult2_AA-LD-BF,Adult2,"Bein,ya le moment là et il y a l'état d'esprit. Donc en fait là tu veux dire que si je devine ton mot huh, ce mot là représente un certain état d'esprit c'est ça ?",563.0,582.0,35
341,AA-LD-BF,236_Adult2_AA-LD-BF,Adult2,Donc c'est un ... un moment dans le temps ?,582.0,588.0,10
345,AA-LD-BF,237_Adult2_AA-LD-BF,Adult2,Par exemple comme la naissance ?,588.0,592.0,6
349,AA-LD-BF,238_Adult2_AA-LD-BF,Adult2,"Ah, comme le ... le ... qu'est-ce qui ya comme moment, la mort mais je pense que c'est pas ça.",592.0,605.0,20
353,AA-LD-BF,239_Adult2_AA-LD-BF,Adult2,"Le...grandir, se marier ?",605.0,609.0,4
357,AA-LD-BF,240_Adult2_AA-LD-BF,Adult2,Le soir ? Le matin ?,609.0,613.0,6
361,AA-LD-BF,241_Adult2_AA-LD-BF,Adult2,Les vacances ?,613.0,618.0,3
365,AA-LD-BF,242_Adult2_AA-LD-BF,Adult2,"Huh, la retraite ?",618.0,622.0,4
369,AA-LD-BF,243_Adult2_AA-LD-BF,Adult2,"Huh, les études ?",622.0,626.0,4
373,AA-LD-BF,244_Adult2_AA-LD-BF,Adult2,Huh... le ... et bein donc ... l'adolescence ?,626.0,633.0,9
377,AA-LD-BF,245_Adult2_AA-LD-BF,Adult2,Le ... le ... l'enfance ?,633.0,651.0,6
385,AA-LD-BF,246_Adult2_AA-LD-BF,Adult2,Huh ... Okay.,651.0,659.0,3
389,AA-LD-BF,247_Adult2_AA-LD-BF,Adult2,"Je touche pas l'écran, je monte la tête.",659.0,669.0,8
393,AA-LD-BF,248_Adult2_AA-LD-BF,Adult2,Non.,669.0,671.0,1
397,AA-LD-BF,249_Adult2_AA-LD-BF,Adult2,Oui.,671.0,674.0,1
401,AA-LD-BF,250_Adult2_AA-LD-BF,Adult2,Oui.,674.0,677.0,1
405,AA-LD-BF,251_Adult2_AA-LD-BF,Adult2,"Huh, bah oui.",677.0,682.0,3
409,AA-LD-BF,252_Adult2_AA-LD-BF,Adult2,"Non euh, pas quotidien dans ce sens là, c'est lié au travail.",682.0,689.0,12
413,AA-LD-BF,253_Adult2_AA-LD-BF,Adult2,Donc si tu travailles tous les jours c'est quotidien.,689.0,696.0,9
417,AA-LD-BF,254_Adult2_AA-LD-BF,Adult2,Non.,696.0,700.0,1
421,AA-LD-BF,255_Adult2_AA-LD-BF,Adult2,Oui.,700.0,702.0,1
425,AA-LD-BF,256_Adult2_AA-LD-BF,Adult2,Non.,702.0,706.0,1
429,AA-LD-BF,257_Adult2_AA-LD-BF,Adult2,Non.,706.0,711.0,1
433,AA-LD-BF,258_Adult2_AA-LD-BF,Adult2,Non plus.,711.0,717.0,2
437,AA-LD-BF,259_Adult2_AA-LD-BF,Adult2,Oui.,717.0,722.0,1
441,AA-LD-BF,260_Adult2_AA-LD-BF,Adult2,Mm...oui on en a un.,722.0,732.0,5
445,AA-LD-BF,261_Adult2_AA-LD-BF,Adult2,Non.,732.0,742.0,1
449,AA-LD-BF,262_Adult2_AA-LD-BF,Adult2,Aucun de nous deux.,742.0,751.0,4
457,AA-LD-BF,263_Adult2_AA-LD-BF,Adult2,Toi non.,751.0,753.0,2
461,AA-LD-BF,264_Adult2_AA-LD-BF,Adult2,C'est même un objet que je vois depuis là où je suis.,753.0,761.0,12
465,AA-LD-BF,265_Adult2_AA-LD-BF,Adult2,Non.,761.0,763.0,1
469,AA-LD-BF,266_Adult2_AA-LD-BF,Adult2,Je regarde pas forcément ce qui se passe chez toi hein ?,763.0,782.0,12
473,AA-LD-BF,267_Adult2_AA-LD-BF,Adult2,Non.,782.0,788.0,1
477,AA-LD-BF,268_Adult2_AA-LD-BF,Adult2,Non mais je suis dans une salle de réunion pour t'indiquer.,788.0,794.0,11
481,AA-LD-BF,269_Adult2_AA-LD-BF,Adult2,Non.,794.0,803.0,1
485,AA-LD-BF,270_Adult2_AA-LD-BF,Adult2,"Si tu t'en sers pas et que je m'en sers pas, qui c'est qui s'en sert ?",803.0,808.0,17
489,AA-LD-BF,271_Adult2_AA-LD-BF,Adult2,Oui.,808.0,820.0,1
493,AA-LD-BF,272_Adult2_AA-LD-BF,Adult2,C'est pas un jeu.,820.0,827.0,4
497,AA-LD-BF,273_Adult2_AA-LD-BF,Adult2,"Huh, pas quotidiennement mais souvent.",827.0,835.0,5
501,AA-LD-BF,274_Adult2_AA-LD-BF,Adult2,Ah bein c'est aussi un truc dont ....,835.0,838.0,8
505,AA-LD-BF,275_Adult2_AA-LD-BF,Adult2,Non.,838.0,840.0,1
509,AA-LD-BF,276_Adult2_AA-LD-BF,Adult2,"Non. C'est un ... si tu veux au niveau fonctionnel, ça correspond à quand tu fais Contrôle Z sur ton clavier.",840.0,865.0,21
513,AA-LD-BF,277_Adult2_AA-LD-BF,Adult2,C'est pas ça mais tu te rapproches très très très près là.,865.0,871.0,12
517,AA-LD-BF,278_Adult2_AA-LD-BF,Adult2,Tu te rapproches très très très près.,871.0,875.0,7
521,AA-LD-BF,279_Adult2_AA-LD-BF,Adult2,"Non.allez, réfléchis à ....",875.0,878.0,4
525,AA-LD-BF,280_Adult2_AA-LD-BF,Adult2,Contrôle Z,878.0,882.0,2
529,AA-LD-BF,281_Adult2_AA-LD-BF,Adult2,"Oui. Donc avec un tableau noir, quand tu veux revenir en arrière qu'est-ce que tu utilises ?",882.0,890.0,17
533,AA-LD-BF,282_Adult2_AA-LD-BF,Adult2,Une brosse pour effacer ?,890.0,893.0,5
537,AA-LD-BF,283_Adult2_AA-LD-BF,Adult2,Voilà.,893.0,900.0,1
541,AA-LD-BF,284_Adult2_AA-LD-BF,Adult2,C'est bon,900.0,907.0,2
545,AA-LD-BF,285_Adult2_AA-LD-BF,Adult2,"C'est un jeu intéressant, ça permet de réfléchir.",907.0,916.0,8
549,AA-LD-BF,286_Adult2_AA-LD-BF,Adult2,"Huh, oui c'est rigolo mais je pense que je me lasse assez vite.",916.0,928.0,13
553,AA-LD-BF,287_Adult2_AA-LD-BF,Adult2,"Mm, mais avec les enfants j'imagine bien que ça marche bien.",928.0,934.0,11
557,AA-LD-BF,288_Adult2_AA-LD-BF,Adult2,De matériel ?,934.0,948.0,3
561,AA-LD-BF,289_Adult2_AA-LD-BF,Adult2,Non.,948.0,956.0,1
565,AA-LD-BF,290_Adult2_AA-LD-BF,Adult2,Non et tu veux dire que dans le cadre d'un jeu de société par exemple ?,956.0,960.0,16
569,AA-LD-BF,291_Adult2_AA-LD-BF,Adult2,"Où il y aurait des trucs à se faire deviner, on pourrait imaginer à .... Ouais mais c'est souvent souvent en fait la ... en fait ça me fait penser au jeu qu'on a reçu à Noël là !",960.0,977.0,39
573,AA-LD-BF,292_Adult2_AA-LD-BF,Adult2,Guess je ne sais pas quoi.,977.0,978.0,6
577,AA-LD-BF,293_Adult2_AA-LD-BF,Adult2,Et tu devais être Mickey,978.0,980.0,5
581,AA-LD-BF,294_Adult2_AA-LD-BF,Adult2,"Mais en fait le truc que tu dois faire deviner c'est souvent quelque chose d'externe, c'est une carte qui te le donne, c'est un ...",980.0,1005.0,25
585,AA-LD-BF,295_Adult2_AA-LD-BF,Adult2,Ouais.,1005.0,1009.0,1
589,AA-LD-BF,296_Adult2_AA-LD-BF,Adult2,Ouais.,1009.0,1012.0,1
593,AA-LD-BF,297_Adult2_AA-LD-BF,Adult2,"Mais après c'est des variantes, oui oui de ... de ... enfin comment il s'appelait ce jeu là huh, celui que tu ... tabou",1012.0,1024.0,24
597,AA-LD-BF,298_Adult2_AA-LD-BF,Adult2,Ouais.,1024.0,1032.0,1
601,AA-LD-BF,299_Adult2_AA-LD-BF,Adult2,Et bein super moi je vais retourner à ma réunion.,1032.0,1034.656,10
1,AA-JL-AZ,0_Adult2_AA-JL-AZ,Adult2,"Euh... Bon, du coup, j'ai pas attendu...donc, tu m'expliques...",1.0,5.0,9
